i,j,k,l,value
5,2,2,5,1.550575044478023e8
6,2,2,5,-5.0800596210132174e7
7,2,2,5,0.0
8,2,2,5,0.0
9,2,2,5,0.0
10,2,2,5,0.0
1,3,2,5,0.0
2,3,2,5,0.0
3,3,2,5,0.0
4,3,2,5,-27929.796266574194
5,3,2,5,0.0
6,3,2,5,0.0
7,3,2,5,0.0
8,3,2,5,0.0
9,3,2,5,0.0
10,3,2,5,0.0
1,4,2,5,0.0
2,4,2,5,0.0
3,4,2,5,-27929.796266574194
4,4,2,5,0.0
5,4,2,5,0.0
6,4,2,5,0.0
7,4,2,5,0.0
8,4,2,5,-7.581021193769996e7
9,4,2,5,0.0
10,4,2,5,-86380.60166212388
1,5,2,5,0.0
2,5,2,5,1.550575044478023e8
3,5,2,5,0.0
4,5,2,5,0.0
5,5,2,5,0.0
6,5,2,5,0.0
7,5,2,5,7.570018121473472e7
8,5,2,5,0.0
9,5,2,5,-2.3425780785133354e7
10,5,2,5,0.0
1,6,2,5,0.0
2,6,2,5,-5.0800596210132174e7
3,6,2,5,0.0
4,6,2,5,0.0
5,6,2,5,0.0
6,6,2,5,0.0
7,6,2,5,-6.69883225907948e7
8,6,2,5,0.0
9,6,2,5,5.2767092690735355e7
10,6,2,5,0.0
1,7,2,5,8.413133436513953e7
2,7,2,5,0.0
3,7,2,5,0.0
4,7,2,5,0.0
5,7,2,5,7.570018121473472e7
6,7,2,5,-6.69883225907948e7
7,7,2,5,0.0
8,7,2,5,0.0
9,7,2,5,0.0
10,7,2,5,0.0
1,8,2,5,0.0
2,8,2,5,0.0
3,8,2,5,0.0
4,8,2,5,-7.581021193769996e7
5,8,2,5,0.0
6,8,2,5,0.0
7,8,2,5,0.0
8,8,2,5,0.0
9,8,2,5,0.0
10,8,2,5,0.0
1,9,2,5,1.5394362958812784e7
2,9,2,5,0.0
3,9,2,5,0.0
4,9,2,5,0.0
5,9,2,5,-2.3425780785133354e7
6,9,2,5,5.2767092690735355e7
7,9,2,5,0.0
8,9,2,5,0.0
9,9,2,5,0.0
10,9,2,5,0.0
1,10,2,5,0.0
2,10,2,5,0.0
3,10,2,5,0.0
4,10,2,5,-86380.60166212388
5,10,2,5,0.0
6,10,2,5,0.0
7,10,2,5,0.0
8,10,2,5,0.0
9,10,2,5,0.0
10,10,2,5,0.0
1,1,3,5,0.0
2,1,3,5,0.0
3,1,3,5,-9.805108543107472e7
4,1,3,5,0.0
5,1,3,5,0.0
6,1,3,5,0.0
7,1,3,5,0.0
8,1,3,5,8.411343408698961e7
9,1,3,5,0.0
10,1,3,5,-1.5568263018929565e7
1,2,3,5,0.0
2,2,3,5,0.0
3,2,3,5,0.0
4,2,3,5,-27929.7962665759
5,2,3,5,0.0
6,2,3,5,0.0
7,2,3,5,0.0
8,2,3,5,0.0
9,2,3,5,0.0
10,2,3,5,0.0
1,3,3,5,-9.805108543107472e7
2,3,3,5,0.0
3,3,3,5,0.0
4,3,3,5,0.0
5,3,3,5,1.5492836865363517e8
6,3,3,5,5.090935206058262e7
7,3,3,5,0.0
8,3,3,5,0.0
9,3,3,5,0.0
10,3,3,5,0.0
1,4,3,5,0.0
2,4,3,5,-27929.7962665759
3,4,3,5,0.0
4,4,3,5,0.0
5,4,3,5,0.0
6,4,3,5,0.0
7,4,3,5,-7.572508899659713e7
8,4,3,5,0.0
9,4,3,5,173527.79058543715
10,4,3,5,0.0
1,5,3,5,0.0
2,5,3,5,0.0
3,5,3,5,1.5492836865363517e8
4,5,3,5,0.0
5,5,3,5,0.0
6,5,3,5,0.0
7,5,3,5,0.0
8,5,3,5,-7.550987626877055e7
9,5,3,5,0.0
10,5,3,5,-2.3240243844813447e7
1,6,3,5,0.0
2,6,3,5,0.0
3,6,3,5,5.090935206058262e7
4,6,3,5,0.0
5,6,3,5,0.0
6,6,3,5,0.0
7,6,3,5,0.0
8,6,3,5,-6.70978705226367e7
9,6,3,5,0.0
10,6,3,5,-5.281595277933939e7
1,7,3,5,0.0
2,7,3,5,0.0
3,7,3,5,0.0
4,7,3,5,-7.572508899659713e7
5,7,3,5,0.0
6,7,3,5,0.0
7,7,3,5,0.0
8,7,3,5,0.0
9,7,3,5,0.0
10,7,3,5,0.0
1,8,3,5,8.411343408698961e7
2,8,3,5,0.0
3,8,3,5,0.0
4,8,3,5,0.0
5,8,3,5,-7.550987626877055e7
6,8,3,5,-6.70978705226367e7
7,8,3,5,0.0
8,8,3,5,0.0
9,8,3,5,0.0
10,8,3,5,0.0
1,9,3,5,0.0
2,9,3,5,0.0
3,9,3,5,0.0
4,9,3,5,173527.79058543715
5,9,3,5,0.0
6,9,3,5,0.0
7,9,3,5,0.0
8,9,3,5,0.0
9,9,3,5,0.0
10,9,3,5,0.0
1,10,3,5,-1.5568263018929565e7
2,10,3,5,0.0
3,10,3,5,0.0
4,10,3,5,0.0
5,10,3,5,-2.3240243844813447e7
6,10,3,5,-5.281595277933939e7
7,10,3,5,0.0
8,10,3,5,0.0
9,10,3,5,0.0
10,10,3,5,0.0
1,1,4,5,0.0
2,1,4,5,0.0
3,1,4,5,0.0
4,1,4,5,42818.76327074165
5,1,4,5,0.0
6,1,4,5,0.0
7,1,4,5,0.0
8,1,4,5,0.0
9,1,4,5,0.0
10,1,4,5,0.0
1,2,4,5,0.0
2,2,4,5,0.0
3,2,4,5,-27929.796266576202
4,2,4,5,0.0
5,2,4,5,0.0
6,2,4,5,0.0
7,2,4,5,0.0
8,2,4,5,-7.581021193769996e7
9,2,4,5,0.0
10,2,4,5,-86380.60166212246
1,3,4,5,0.0
2,3,4,5,-27929.796266576202
3,3,4,5,0.0
4,3,4,5,0.0
5,3,4,5,0.0
6,3,4,5,0.0
7,3,4,5,-7.572508899659713e7
8,3,4,5,0.0
9,3,4,5,173527.79058543837
10,3,4,5,0.0
1,4,4,5,42818.76327074165
2,4,4,5,0.0
3,4,4,5,0.0
4,4,4,5,0.0
5,4,4,5,8.22174013959716e7
6,4,4,5,-8036.683679701124
7,4,4,5,0.0
8,4,4,5,0.0
9,4,4,5,0.0
10,4,4,5,0.0
1,5,4,5,0.0
2,5,4,5,0.0
3,5,4,5,0.0
4,5,4,5,8.22174013959716e7
5,5,4,5,0.0
6,5,4,5,0.0
7,5,4,5,0.0
8,5,4,5,0.0
9,5,4,5,0.0
10,5,4,5,0.0
1,6,4,5,0.0
2,6,4,5,0.0
3,6,4,5,0.0
4,6,4,5,-8036.683679701124
5,6,4,5,0.0
6,6,4,5,0.0
7,6,4,5,0.0
8,6,4,5,0.0
9,6,4,5,0.0
10,6,4,5,0.0
1,7,4,5,0.0
2,7,4,5,0.0
3,7,4,5,-7.572508899659713e7
4,7,4,5,0.0
5,7,4,5,0.0
6,7,4,5,0.0
7,7,4,5,0.0
8,7,4,5,-12351.683823427467
9,7,4,5,0.0
10,7,4,5,2.894520392122726e7
1,8,4,5,0.0
2,8,4,5,-7.581021193769996e7
3,8,4,5,0.0
4,8,4,5,0.0
5,8,4,5,0.0
6,8,4,5,0.0
7,8,4,5,-12351.683823427467
8,8,4,5,0.0
9,8,4,5,2.903105616164762e7
10,8,4,5,0.0
1,9,4,5,0.0
2,9,4,5,0.0
3,9,4,5,173527.79058543837
4,9,4,5,0.0
5,9,4,5,0.0
6,9,4,5,0.0
7,9,4,5,0.0
8,9,4,5,2.903105616164762e7
9,9,4,5,0.0
10,9,4,5,-6223.872572467323
1,10,4,5,0.0
2,10,4,5,-86380.60166212246
3,10,4,5,0.0
4,10,4,5,0.0
5,10,4,5,0.0
6,10,4,5,0.0
7,10,4,5,2.894520392122726e7
8,10,4,5,0.0
9,10,4,5,-6223.872572467323
10,10,4,5,0.0
1,1,5,5,1.1545461802614851e8
2,1,5,5,0.0
3,1,5,5,0.0
4,1,5,5,0.0
5,1,5,5,128758.86054928509
6,1,5,5,-6.0144561873531036e7
7,1,5,5,0.0
8,1,5,5,0.0
9,1,5,5,0.0
10,1,5,5,0.0
1,2,5,5,0.0
2,2,5,5,1.550575044478023e8
3,2,5,5,0.0
4,2,5,5,0.0
5,2,5,5,0.0
6,2,5,5,0.0
7,2,5,5,7.570018121473473e7
8,2,5,5,0.0
9,2,5,5,-2.3425780785133358e7
10,2,5,5,0.0
1,3,5,5,0.0
2,3,5,5,0.0
3,3,5,5,1.5492836865363517e8
4,3,5,5,0.0
5,3,5,5,0.0
6,3,5,5,0.0
7,3,5,5,0.0
8,3,5,5,-7.550987626877055e7
9,3,5,5,0.0
10,3,5,5,-2.3240243844813455e7
1,4,5,5,0.0
2,4,5,5,0.0
3,4,5,5,0.0
4,4,5,5,8.22174013959716e7
5,4,5,5,0.0
6,4,5,5,0.0
7,4,5,5,0.0
8,4,5,5,0.0
9,4,5,5,0.0
10,4,5,5,0.0
1,5,5,5,128758.86054928509
2,5,5,5,0.0
3,5,5,5,0.0
4,5,5,5,0.0
5,5,5,5,2.4643032947183427e8
6,5,5,5,-24587.265986407667
7,5,5,5,0.0
8,5,5,5,0.0
9,5,5,5,0.0
10,5,5,5,0.0
1,6,5,5,-6.0144561873531036e7
2,6,5,5,0.0
3,6,5,5,0.0
4,6,5,5,0.0
5,6,5,5,-24587.265986407667
6,6,5,5,9.514066684579183e7
7,6,5,5,0.0
8,6,5,5,0.0
9,6,5,5,0.0
10,6,5,5,0.0
1,7,5,5,0.0
2,7,5,5,7.570018121473473e7
3,7,5,5,0.0
4,7,5,5,0.0
5,7,5,5,0.0
6,7,5,5,0.0
7,7,5,5,1.6150249084910163e8
8,7,5,5,0.0
9,7,5,5,-2.897866627803706e7
10,7,5,5,0.0
1,8,5,5,0.0
2,8,5,5,0.0
3,8,5,5,-7.550987626877055e7
4,8,5,5,0.0
5,8,5,5,0.0
6,8,5,5,0.0
7,8,5,5,0.0
8,8,5,5,1.6147850994896185e8
9,8,5,5,0.0
10,8,5,5,2.8791441615482837e7
1,9,5,5,0.0
2,9,5,5,-2.3425780785133358e7
3,9,5,5,0.0
4,9,5,5,0.0
5,9,5,5,0.0
6,9,5,5,0.0
7,9,5,5,-2.897866627803706e7
8,9,5,5,0.0
9,9,5,5,9.337679976801443e7
10,9,5,5,0.0
1,10,5,5,0.0
2,10,5,5,0.0
3,10,5,5,-2.3240243844813455e7
4,10,5,5,0.0
5,10,5,5,0.0
6,10,5,5,0.0
7,10,5,5,0.0
8,10,5,5,2.8791441615482837e7
9,10,5,5,0.0
10,10,5,5,9.333636609958853e7
1,1,6,5,-56148.30570336292
2,1,6,5,0.0
3,1,6,5,0.0
4,1,6,5,0.0
5,1,6,5,-6.0144561873531036e7
6,1,6,5,-194535.71136880654
7,1,6,5,0.0
8,1,6,5,0.0
9,1,6,5,0.0
10,1,6,5,0.0
1,2,6,5,0.0
2,2,6,5,-5.0800596210132174e7
3,2,6,5,0.0
4,2,6,5,0.0
5,2,6,5,0.0
6,2,6,5,0.0
7,2,6,5,-6.698832259079482e7
8,2,6,5,0.0
9,2,6,5,5.2767092690735355e7
10,2,6,5,0.0
1,3,6,5,0.0
2,3,6,5,0.0
3,3,6,5,5.090935206058262e7
4,3,6,5,0.0
5,3,6,5,0.0
6,3,6,5,0.0
7,3,6,5,0.0
8,3,6,5,-6.70978705226367e7
9,3,6,5,0.0
10,3,6,5,-5.281595277933939e7
1,4,6,5,0.0
2,4,6,5,0.0
3,4,6,5,0.0
4,4,6,5,-8036.683679703849
5,4,6,5,0.0
6,4,6,5,0.0
7,4,6,5,0.0
8,4,6,5,0.0
9,4,6,5,0.0
10,4,6,5,0.0
1,5,6,5,-6.0144561873531036e7
2,5,6,5,0.0
3,5,6,5,0.0
4,5,6,5,0.0
5,5,6,5,-24587.26598641222
6,5,6,5,9.514066684579182e7
7,5,6,5,0.0
8,5,6,5,0.0
9,5,6,5,0.0
10,5,6,5,0.0
1,6,6,5,-194535.71136880654
2,6,6,5,0.0
3,6,6,5,0.0
4,6,6,5,0.0
5,6,6,5,9.514066684579182e7
6,6,6,5,0.0
7,6,6,5,0.0
8,6,6,5,0.0
9,6,6,5,0.0
10,6,6,5,0.0
1,7,6,5,0.0
2,7,6,5,-6.698832259079482e7
3,7,6,5,0.0
4,7,6,5,0.0
5,7,6,5,0.0
6,7,6,5,0.0
7,7,6,5,337871.7487133254
8,7,6,5,0.0
9,7,6,5,5.370967389691061e7
10,7,6,5,0.0
1,8,6,5,0.0
2,8,6,5,0.0
3,8,6,5,-6.70978705226367e7
4,8,6,5,0.0
5,8,6,5,0.0
6,8,6,5,0.0
7,8,6,5,0.0
8,8,6,5,-231220.20997684478
9,8,6,5,0.0
10,8,6,5,5.373601291011961e7
1,9,6,5,0.0
2,9,6,5,5.2767092690735355e7
3,9,6,5,0.0
4,9,6,5,0.0
5,9,6,5,0.0
6,9,6,5,0.0
7,9,6,5,5.370967389691061e7
8,9,6,5,0.0
9,9,6,5,-1.2855626978052871e7
10,9,6,5,0.0
1,10,6,5,0.0
2,10,6,5,0.0
3,10,6,5,-5.281595277933939e7
4,10,6,5,0.0
5,10,6,5,0.0
6,10,6,5,0.0
7,10,6,5,0.0
8,10,6,5,5.373601291011961e7
9,10,6,5,0.0
10,10,6,5,1.2733021503808772e7
1,1,7,5,0.0
2,1,7,5,8.413133436513953e7
3,1,7,5,0.0
4,1,7,5,0.0
5,1,7,5,0.0
6,1,7,5,0.0
7,1,7,5,-42421.91090798273
8,1,7,5,0.0
9,1,7,5,-1.28636817844175e7
10,1,7,5,0.0
1,2,7,5,8.413133436513953e7
2,2,7,5,0.0
3,2,7,5,0.0
4,2,7,5,0.0
5,2,7,5,7.570018121473472e7
6,2,7,5,-6.69883225907948e7
7,2,7,5,0.0
8,2,7,5,0.0
9,2,7,5,0.0
10,2,7,5,0.0
1,3,7,5,0.0
2,3,7,5,0.0
3,3,7,5,0.0
4,3,7,5,-7.572508899659713e7
5,3,7,5,0.0
6,3,7,5,0.0
7,3,7,5,0.0
8,3,7,5,0.0
9,3,7,5,0.0
10,3,7,5,0.0
1,4,7,5,0.0
2,4,7,5,0.0
3,4,7,5,-7.572508899659713e7
4,4,7,5,0.0
5,4,7,5,0.0
6,4,7,5,0.0
7,4,7,5,0.0
8,4,7,5,-12351.68382342482
9,4,7,5,0.0
10,4,7,5,2.8945203921227258e7
1,5,7,5,0.0
2,5,7,5,7.570018121473472e7
3,5,7,5,0.0
4,5,7,5,0.0
5,5,7,5,0.0
6,5,7,5,0.0
7,5,7,5,1.6150249084910163e8
8,5,7,5,0.0
9,5,7,5,-2.897866627803705e7
10,5,7,5,0.0
1,6,7,5,0.0
2,6,7,5,-6.69883225907948e7
3,6,7,5,0.0
4,6,7,5,0.0
5,6,7,5,0.0
6,6,7,5,0.0
7,6,7,5,337871.7487133221
8,6,7,5,0.0
9,6,7,5,5.370967389691059e7
10,6,7,5,0.0
1,7,7,5,-42421.91090798273
2,7,7,5,0.0
3,7,7,5,0.0
4,7,7,5,0.0
5,7,7,5,1.6150249084910163e8
6,7,7,5,337871.7487133221
7,7,7,5,0.0
8,7,7,5,0.0
9,7,7,5,0.0
10,7,7,5,0.0
1,8,7,5,0.0
2,8,7,5,0.0
3,8,7,5,0.0
4,8,7,5,-12351.68382342482
5,8,7,5,0.0
6,8,7,5,0.0
7,8,7,5,0.0
8,8,7,5,0.0
9,8,7,5,0.0
10,8,7,5,0.0
1,9,7,5,-1.28636817844175e7
2,9,7,5,0.0
3,9,7,5,0.0
4,9,7,5,0.0
5,9,7,5,-2.897866627803705e7
6,9,7,5,5.370967389691059e7
7,9,7,5,0.0
8,9,7,5,0.0
9,9,7,5,0.0
10,9,7,5,0.0
1,10,7,5,0.0
2,10,7,5,0.0
3,10,7,5,0.0
4,10,7,5,2.8945203921227258e7
5,10,7,5,0.0
6,10,7,5,0.0
7,10,7,5,0.0
8,10,7,5,0.0
9,10,7,5,0.0
10,10,7,5,0.0
1,1,8,5,0.0
2,1,8,5,0.0
3,1,8,5,8.411343408698961e7
4,1,8,5,0.0
5,1,8,5,0.0
6,1,8,5,0.0
7,1,8,5,0.0
8,1,8,5,155516.59544352072
9,1,8,5,0.0
10,1,8,5,-1.2851988420812814e7
1,2,8,5,0.0
2,2,8,5,0.0
3,2,8,5,0.0
4,2,8,5,-7.581021193769994e7
5,2,8,5,0.0
6,2,8,5,0.0
7,2,8,5,0.0
8,2,8,5,0.0
9,2,8,5,0.0
10,2,8,5,0.0
1,3,8,5,8.411343408698961e7
2,3,8,5,0.0
3,3,8,5,0.0
4,3,8,5,0.0
5,3,8,5,-7.550987626877053e7
6,3,8,5,-6.70978705226367e7
7,3,8,5,0.0
8,3,8,5,0.0
9,3,8,5,0.0
10,3,8,5,0.0
1,4,8,5,0.0
2,4,8,5,-7.581021193769994e7
3,4,8,5,0.0
4,4,8,5,0.0
5,4,8,5,0.0
6,4,8,5,0.0
7,4,8,5,-12351.683823424812
8,4,8,5,0.0
9,4,8,5,2.9031056161647614e7
10,4,8,5,0.0
1,5,8,5,0.0
2,5,8,5,0.0
3,5,8,5,-7.550987626877053e7
4,5,8,5,0.0
5,5,8,5,0.0
6,5,8,5,0.0
7,5,8,5,0.0
8,5,8,5,1.6147850994896185e8
9,5,8,5,0.0
10,5,8,5,2.8791441615482826e7
1,6,8,5,0.0
2,6,8,5,0.0
3,6,8,5,-6.70978705226367e7
4,6,8,5,0.0
5,6,8,5,0.0
6,6,8,5,0.0
7,6,8,5,0.0
8,6,8,5,-231220.20997684135
9,6,8,5,0.0
10,6,8,5,5.373601291011959e7
1,7,8,5,0.0
2,7,8,5,0.0
3,7,8,5,0.0
4,7,8,5,-12351.683823424812
5,7,8,5,0.0
6,7,8,5,0.0
7,7,8,5,0.0
8,7,8,5,0.0
9,7,8,5,0.0
10,7,8,5,0.0
1,8,8,5,155516.59544352072
2,8,8,5,0.0
3,8,8,5,0.0
4,8,8,5,0.0
5,8,8,5,1.6147850994896185e8
6,8,8,5,-231220.20997684135
7,8,8,5,0.0
8,8,8,5,0.0
9,8,8,5,0.0
10,8,8,5,0.0
1,9,8,5,0.0
2,9,8,5,0.0
3,9,8,5,0.0
4,9,8,5,2.9031056161647614e7
5,9,8,5,0.0
6,9,8,5,0.0
7,9,8,5,0.0
8,9,8,5,0.0
9,9,8,5,0.0
10,9,8,5,0.0
1,10,8,5,-1.2851988420812814e7
2,10,8,5,0.0
3,10,8,5,0.0
4,10,8,5,0.0
5,10,8,5,2.8791441615482826e7
6,10,8,5,5.373601291011959e7
7,10,8,5,0.0
8,10,8,5,0.0
9,10,8,5,0.0
10,10,8,5,0.0
1,1,9,5,0.0
2,1,9,5,1.5394362958812784e7
3,1,9,5,0.0
4,1,9,5,0.0
5,1,9,5,0.0
6,1,9,5,0.0
7,1,9,5,-1.2863681784417499e7
8,1,9,5,0.0
9,1,9,5,7.063525337822002e7
10,1,9,5,0.0
1,2,9,5,1.5394362958812784e7
2,2,9,5,0.0
3,2,9,5,0.0
4,2,9,5,0.0
5,2,9,5,-2.3425780785133358e7
6,2,9,5,5.2767092690735355e7
7,2,9,5,0.0
8,2,9,5,0.0
9,2,9,5,0.0
10,2,9,5,0.0
1,3,9,5,0.0
2,3,9,5,0.0
3,3,9,5,0.0
4,3,9,5,173527.79058543855
5,3,9,5,0.0
6,3,9,5,0.0
7,3,9,5,0.0
8,3,9,5,0.0
9,3,9,5,0.0
10,3,9,5,0.0
1,4,9,5,0.0
2,4,9,5,0.0
3,4,9,5,173527.79058543855
4,4,9,5,0.0
5,4,9,5,0.0
6,4,9,5,0.0
7,4,9,5,0.0
8,4,9,5,2.903105616164761e7
9,4,9,5,0.0
10,4,9,5,-6223.872572468609
1,5,9,5,0.0
2,5,9,5,-2.3425780785133358e7
3,5,9,5,0.0
4,5,9,5,0.0
5,5,9,5,0.0
6,5,9,5,0.0
7,5,9,5,-2.8978666278037045e7
8,5,9,5,0.0
9,5,9,5,9.337679976801443e7
10,5,9,5,0.0
1,6,9,5,0.0
2,6,9,5,5.2767092690735355e7
3,6,9,5,0.0
4,6,9,5,0.0
5,6,9,5,0.0
6,6,9,5,0.0
7,6,9,5,5.370967389691059e7
8,6,9,5,0.0
9,6,9,5,-1.2855626978052871e7
10,6,9,5,0.0
1,7,9,5,-1.2863681784417499e7
2,7,9,5,0.0
3,7,9,5,0.0
4,7,9,5,0.0
5,7,9,5,-2.8978666278037045e7
6,7,9,5,5.370967389691059e7
7,7,9,5,0.0
8,7,9,5,0.0
9,7,9,5,0.0
10,7,9,5,0.0
1,8,9,5,0.0
2,8,9,5,0.0
3,8,9,5,0.0
4,8,9,5,2.903105616164761e7
5,8,9,5,0.0
6,8,9,5,0.0
7,8,9,5,0.0
8,8,9,5,0.0
9,8,9,5,0.0
10,8,9,5,0.0
1,9,9,5,7.063525337822002e7
2,9,9,5,0.0
3,9,9,5,0.0
4,9,9,5,0.0
5,9,9,5,9.337679976801443e7
6,9,9,5,-1.2855626978052871e7
7,9,9,5,0.0
8,9,9,5,0.0
9,9,9,5,0.0
10,9,9,5,0.0
1,10,9,5,0.0
2,10,9,5,0.0
3,10,9,5,0.0
4,10,9,5,-6223.872572468609
5,10,9,5,0.0
6,10,9,5,0.0
7,10,9,5,0.0
8,10,9,5,0.0
9,10,9,5,0.0
10,10,9,5,0.0
1,1,10,5,0.0
2,1,10,5,0.0
3,1,10,5,-1.5568263018929578e7
4,1,10,5,0.0
5,1,10,5,0.0
6,1,10,5,0.0
7,1,10,5,0.0
8,1,10,5,-1.2851988420812815e7
9,1,10,5,0.0
10,1,10,5,-7.077992720146228e7
1,2,10,5,0.0
2,2,10,5,0.0
3,2,10,5,0.0
4,2,10,5,-86380.60166212246
5,2,10,5,0.0
6,2,10,5,0.0
7,2,10,5,0.0
8,2,10,5,0.0
9,2,10,5,0.0
10,2,10,5,0.0
1,3,10,5,-1.5568263018929578e7
2,3,10,5,0.0
3,3,10,5,0.0
4,3,10,5,0.0
5,3,10,5,-2.3240243844813455e7
6,3,10,5,-5.2815952779339395e7
7,3,10,5,0.0
8,3,10,5,0.0
9,3,10,5,0.0
10,3,10,5,0.0
1,4,10,5,0.0
2,4,10,5,-86380.60166212246
3,4,10,5,0.0
4,4,10,5,0.0
5,4,10,5,0.0
6,4,10,5,0.0
7,4,10,5,2.8945203921227258e7
8,4,10,5,0.0
9,4,10,5,-6223.872572468534
10,4,10,5,0.0
1,5,10,5,0.0
2,5,10,5,0.0
3,5,10,5,-2.3240243844813455e7
4,5,10,5,0.0
5,5,10,5,0.0
6,5,10,5,0.0
7,5,10,5,0.0
8,5,10,5,2.8791441615482833e7
9,5,10,5,0.0
10,5,10,5,9.333636609958853e7
1,6,10,5,0.0
2,6,10,5,0.0
3,6,10,5,-5.2815952779339395e7
4,6,10,5,0.0
5,6,10,5,0.0
6,6,10,5,0.0
7,6,10,5,0.0
8,6,10,5,5.373601291011959e7
9,6,10,5,0.0
10,6,10,5,1.2733021503808768e7
1,7,10,5,0.0
2,7,10,5,0.0
3,7,10,5,0.0
4,7,10,5,2.8945203921227258e7
5,7,10,5,0.0
6,7,10,5,0.0
7,7,10,5,0.0
8,7,10,5,0.0
9,7,10,5,0.0
10,7,10,5,0.0
1,8,10,5,-1.2851988420812815e7
2,8,10,5,0.0
3,8,10,5,0.0
4,8,10,5,0.0
5,8,10,5,2.8791441615482833e7
6,8,10,5,5.373601291011959e7
7,8,10,5,0.0
8,8,10,5,0.0
9,8,10,5,0.0
10,8,10,5,0.0
1,9,10,5,0.0
2,9,10,5,0.0
3,9,10,5,0.0
4,9,10,5,-6223.872572468534
5,9,10,5,0.0
6,9,10,5,0.0
7,9,10,5,0.0
8,9,10,5,0.0
9,9,10,5,0.0
10,9,10,5,0.0
1,10,10,5,-7.077992720146228e7
2,10,10,5,0.0
3,10,10,5,0.0
4,10,10,5,0.0
5,10,10,5,9.333636609958853e7
6,10,10,5,1.2733021503808768e7
7,10,10,5,0.0
8,10,10,5,0.0
9,10,10,5,0.0
10,10,10,5,0.0
1,1,1,6,1.0793147817487487e8
2,1,1,6,0.0
3,1,1,6,0.0
4,1,1,6,0.0
5,1,1,6,-56148.30570336044
6,1,1,6,1.932542059592698e8
7,1,1,6,0.0
8,1,1,6,0.0
9,1,1,6,0.0
10,1,1,6,0.0
1,2,1,6,0.0
2,2,1,6,-1.92273200830076e7
3,2,1,6,0.0
4,2,1,6,0.0
5,2,1,6,0.0
6,2,1,6,0.0
7,2,1,6,202705.9429545578
8,2,1,6,0.0
9,2,1,6,9.923238345803337e7
10,2,1,6,0.0
1,3,1,6,0.0
2,3,1,6,0.0
3,3,1,6,-1.9387567520556543e7
4,3,1,6,0.0
5,3,1,6,0.0
6,3,1,6,0.0
7,3,1,6,0.0
8,3,1,6,-72978.28546127978
9,3,1,6,0.0
10,3,1,6,9.9187138860708e7
1,4,1,6,0.0
2,4,1,6,0.0
3,4,1,6,0.0
4,4,1,6,-6.024705365471508e7
5,4,1,6,0.0
6,4,1,6,0.0
7,4,1,6,0.0
8,4,1,6,0.0
9,4,1,6,0.0
10,4,1,6,0.0
1,5,1,6,-56148.30570336044
2,5,1,6,0.0
3,5,1,6,0.0
4,5,1,6,0.0
5,5,1,6,-6.0144561873531036e7
6,5,1,6,-194535.71136880567
7,5,1,6,0.0
8,5,1,6,0.0
9,5,1,6,0.0
10,5,1,6,0.0
1,6,1,6,1.932542059592698e8
2,6,1,6,0.0
3,6,1,6,0.0
4,6,1,6,0.0
5,6,1,6,-194535.71136880567
6,6,1,6,1.4035794737011445e8
7,6,1,6,0.0
8,6,1,6,0.0
9,6,1,6,0.0
10,6,1,6,0.0
1,7,1,6,0.0
2,7,1,6,202705.9429545578
3,7,1,6,0.0
4,7,1,6,0.0
5,7,1,6,0.0
6,7,1,6,0.0
7,7,1,6,-7.315289465269896e7
8,7,1,6,0.0
9,7,1,6,149904.22628601498
10,7,1,6,0.0
1,8,1,6,0.0
2,8,1,6,0.0
3,8,1,6,-72978.28546127978
4,8,1,6,0.0
5,8,1,6,0.0
6,8,1,6,0.0
7,8,1,6,0.0
8,8,1,6,-7.315272525381482e7
9,8,1,6,0.0
10,8,1,6,-152500.09323865737
1,9,1,6,0.0
2,9,1,6,9.923238345803337e7
3,9,1,6,0.0
4,9,1,6,0.0
5,9,1,6,0.0
6,9,1,6,0.0
7,9,1,6,149904.22628601498
8,9,1,6,0.0
9,9,1,6,9.065740109202062e7
10,9,1,6,0.0
1,10,1,6,0.0
2,10,1,6,0.0
3,10,1,6,9.9187138860708e7
4,10,1,6,0.0
5,10,1,6,0.0
6,10,1,6,0.0
7,10,1,6,0.0
8,10,1,6,-152500.09323865737
9,10,1,6,0.0
10,10,1,6,9.054169924516276e7
1,1,2,6,0.0
2,1,2,6,-1.92273200830076e7
3,1,2,6,0.0
4,1,2,6,0.0
5,1,2,6,0.0
6,1,2,6,0.0
7,1,2,6,202705.9429545533
8,1,2,6,0.0
9,1,2,6,9.923238345803337e7
10,1,2,6,0.0
1,2,2,6,-1.92273200830076e7
2,2,2,6,0.0
3,2,2,6,0.0
4,2,2,6,0.0
5,2,2,6,-5.080059621013218e7
6,2,2,6,1.0108706130943114e8
7,2,2,6,0.0
8,2,2,6,0.0
9,2,2,6,0.0
10,2,2,6,0.0
1,3,2,6,0.0
2,3,2,6,0.0
3,3,2,6,0.0
4,3,2,6,5.097238657774789e7
5,3,2,6,0.0
6,3,2,6,0.0
7,3,2,6,0.0
8,3,2,6,0.0
9,3,2,6,0.0
10,3,2,6,0.0
1,4,2,6,0.0
2,4,2,6,0.0
3,4,2,6,5.097238657774789e7
4,4,2,6,0.0
5,4,2,6,0.0
6,4,2,6,0.0
7,4,2,6,0.0
8,4,2,6,6.71532974241848e7
9,4,2,6,0.0
10,4,2,6,-5.269966508529388e7
1,5,2,6,0.0
2,5,2,6,-5.080059621013218e7
3,5,2,6,0.0
4,5,2,6,0.0
