i,j,k,l,value
9,2,3,8,-1.0958879115455573e7
10,2,3,8,0.0
1,3,3,8,0.0
2,3,3,8,0.0
3,3,3,8,-7.13846558356059e7
4,3,3,8,0.0
5,3,3,8,0.0
6,3,3,8,0.0
7,3,3,8,0.0
8,3,3,8,1.3939543861644563e8
9,3,3,8,0.0
10,3,3,8,1.077050275965696e7
1,4,3,8,0.0
2,4,3,8,0.0
3,4,3,8,0.0
4,4,3,8,7.562872458107208e7
5,4,3,8,0.0
6,4,3,8,0.0
7,4,3,8,0.0
8,4,3,8,0.0
9,4,3,8,0.0
10,4,3,8,0.0
1,5,3,8,8.411343408698961e7
2,5,3,8,0.0
3,5,3,8,0.0
4,5,3,8,0.0
5,5,3,8,-7.550987626877053e7
6,5,3,8,-6.709787052263669e7
7,5,3,8,0.0
8,5,3,8,0.0
9,5,3,8,0.0
10,5,3,8,0.0
1,6,3,8,-72978.28546128006
2,6,3,8,0.0
3,6,3,8,0.0
4,6,3,8,0.0
5,6,3,8,-6.709787052263669e7
6,6,3,8,-32700.569366064617
7,6,3,8,0.0
8,6,3,8,0.0
9,6,3,8,0.0
10,6,3,8,0.0
1,7,3,8,0.0
2,7,3,8,95034.33566521472
3,7,3,8,0.0
4,7,3,8,0.0
5,7,3,8,0.0
6,7,3,8,0.0
7,7,3,8,-102641.84187353418
8,7,3,8,0.0
9,7,3,8,38356.94174769319
10,7,3,8,0.0
1,8,3,8,0.0
2,8,3,8,0.0
3,8,3,8,1.3939543861644563e8
4,8,3,8,0.0
5,8,3,8,0.0
6,8,3,8,0.0
7,8,3,8,0.0
8,8,3,8,247879.28749275024
9,8,3,8,0.0
10,8,3,8,-5.3238642799775176e7
1,9,3,8,0.0
2,9,3,8,-1.0958879115455573e7
3,9,3,8,0.0
4,9,3,8,0.0
5,9,3,8,0.0
6,9,3,8,0.0
7,9,3,8,38356.94174769319
8,9,3,8,0.0
9,9,3,8,4.3021125003542185e7
10,9,3,8,0.0
1,10,3,8,0.0
2,10,3,8,0.0
3,10,3,8,1.077050275965696e7
4,10,3,8,0.0
5,10,3,8,0.0
6,10,3,8,0.0
7,10,3,8,0.0
8,10,3,8,-5.3238642799775176e7
9,10,3,8,0.0
10,10,3,8,-4.314520032570192e7
1,1,4,8,0.0
2,1,4,8,-8.404739643068528e7
3,1,4,8,0.0
4,1,4,8,0.0
5,1,4,8,0.0
6,1,4,8,0.0
7,1,4,8,-116515.99438152154
8,1,4,8,0.0
9,1,4,8,1.3114289318915453e7
10,1,4,8,0.0
1,2,4,8,-8.404739643068528e7
2,2,4,8,0.0
3,2,4,8,0.0
4,2,4,8,0.0
5,2,4,8,-7.581021193769993e7
6,2,4,8,6.71532974241848e7
7,2,4,8,0.0
8,2,4,8,0.0
9,2,4,8,0.0
10,2,4,8,0.0
1,3,4,8,0.0
2,3,4,8,0.0
3,3,4,8,0.0
4,3,4,8,7.562872458107208e7
5,3,4,8,0.0
6,3,4,8,0.0
7,3,4,8,0.0
8,3,4,8,0.0
9,3,4,8,0.0
10,3,4,8,0.0
1,4,4,8,0.0
2,4,4,8,0.0
3,4,4,8,7.562872458107208e7
4,4,4,8,0.0
5,4,4,8,0.0
6,4,4,8,0.0
7,4,4,8,0.0
8,4,4,8,1.615485595709479e8
9,4,4,8,0.0
10,4,4,8,-2.8751494625446007e7
1,5,4,8,0.0
2,5,4,8,-7.581021193769993e7
3,5,4,8,0.0
4,5,4,8,0.0
5,5,4,8,0.0
6,5,4,8,0.0
7,5,4,8,-12351.683823429701
8,5,4,8,0.0
9,5,4,8,2.903105616164761e7
10,5,4,8,0.0
1,6,4,8,0.0
2,6,4,8,6.71532974241848e7
3,6,4,8,0.0
4,6,4,8,0.0
5,6,4,8,0.0
6,6,4,8,0.0
7,6,4,8,32687.15335203858
8,6,4,8,0.0
9,6,4,8,-5.388327081540995e7
10,6,4,8,0.0
1,7,4,8,-116515.99438152154
2,7,4,8,0.0
3,7,4,8,0.0
4,7,4,8,0.0
5,7,4,8,-12351.683823429701
6,7,4,8,32687.15335203858
7,7,4,8,0.0
8,7,4,8,0.0
9,7,4,8,0.0
10,7,4,8,0.0
1,8,4,8,0.0
2,8,4,8,0.0
3,8,4,8,0.0
4,8,4,8,1.615485595709479e8
5,8,4,8,0.0
6,8,4,8,0.0
7,8,4,8,0.0
8,8,4,8,0.0
9,8,4,8,0.0
10,8,4,8,0.0
1,9,4,8,1.3114289318915453e7
2,9,4,8,0.0
3,9,4,8,0.0
4,9,4,8,0.0
5,9,4,8,2.903105616164761e7
6,9,4,8,-5.388327081540995e7
7,9,4,8,0.0
8,9,4,8,0.0
9,9,4,8,0.0
10,9,4,8,0.0
1,10,4,8,0.0
2,10,4,8,0.0
3,10,4,8,0.0
4,10,4,8,-2.8751494625446007e7
5,10,4,8,0.0
6,10,4,8,0.0
7,10,4,8,0.0
8,10,4,8,0.0
9,10,4,8,0.0
10,10,4,8,0.0
1,1,5,8,0.0
2,1,5,8,0.0
3,1,5,8,8.411343408698961e7
4,1,5,8,0.0
5,1,5,8,0.0
6,1,5,8,0.0
7,1,5,8,0.0
8,1,5,8,155516.59544351944
9,1,5,8,0.0
10,1,5,8,-1.285198842081282e7
1,2,5,8,0.0
2,2,5,8,0.0
3,2,5,8,0.0
4,2,5,8,-7.581021193769993e7
5,2,5,8,0.0
6,2,5,8,0.0
7,2,5,8,0.0
8,2,5,8,0.0
9,2,5,8,0.0
10,2,5,8,0.0
1,3,5,8,8.411343408698961e7
2,3,5,8,0.0
3,3,5,8,0.0
4,3,5,8,0.0
5,3,5,8,-7.550987626877052e7
6,3,5,8,-6.70978705226367e7
7,3,5,8,0.0
8,3,5,8,0.0
9,3,5,8,0.0
10,3,5,8,0.0
1,4,5,8,0.0
2,4,5,8,-7.581021193769993e7
3,4,5,8,0.0
4,4,5,8,0.0
5,4,5,8,0.0
6,4,5,8,0.0
7,4,5,8,-12351.683823425146
8,4,5,8,0.0
9,4,5,8,2.9031056161647614e7
10,4,5,8,0.0
1,5,5,8,0.0
2,5,5,8,0.0
3,5,5,8,-7.550987626877052e7
4,5,5,8,0.0
5,5,5,8,0.0
6,5,5,8,0.0
7,5,5,8,0.0
8,5,5,8,1.6147850994896185e8
9,5,5,8,0.0
10,5,5,8,2.8791441615482826e7
1,6,5,8,0.0
2,6,5,8,0.0
3,6,5,8,-6.70978705226367e7
4,6,5,8,0.0
5,6,5,8,0.0
6,6,5,8,0.0
7,6,5,8,0.0
8,6,5,8,-231220.20997684318
9,6,5,8,0.0
10,6,5,8,5.37360129101196e7
1,7,5,8,0.0
2,7,5,8,0.0
3,7,5,8,0.0
4,7,5,8,-12351.683823425146
5,7,5,8,0.0
6,7,5,8,0.0
7,7,5,8,0.0
8,7,5,8,0.0
9,7,5,8,0.0
10,7,5,8,0.0
1,8,5,8,155516.59544351944
2,8,5,8,0.0
3,8,5,8,0.0
4,8,5,8,0.0
5,8,5,8,1.6147850994896185e8
6,8,5,8,-231220.20997684318
7,8,5,8,0.0
8,8,5,8,0.0
9,8,5,8,0.0
10,8,5,8,0.0
1,9,5,8,0.0
2,9,5,8,0.0
3,9,5,8,0.0
4,9,5,8,2.9031056161647614e7
5,9,5,8,0.0
6,9,5,8,0.0
7,9,5,8,0.0
8,9,5,8,0.0
9,9,5,8,0.0
10,9,5,8,0.0
1,10,5,8,-1.285198842081282e7
2,10,5,8,0.0
3,10,5,8,0.0
4,10,5,8,0.0
5,10,5,8,2.8791441615482826e7
6,10,5,8,5.37360129101196e7
7,10,5,8,0.0
8,10,5,8,0.0
9,10,5,8,0.0
10,10,5,8,0.0
1,1,6,8,0.0
2,1,6,8,0.0
3,1,6,8,-72978.28546128006
4,1,6,8,0.0
5,1,6,8,0.0
6,1,6,8,0.0
7,1,6,8,0.0
8,1,6,8,-7.315272525381482e7
9,1,6,8,0.0
10,1,6,8,-152500.0932386562
1,2,6,8,0.0
2,2,6,8,0.0
3,2,6,8,0.0
4,2,6,8,6.71532974241848e7
5,2,6,8,0.0
6,2,6,8,0.0
7,2,6,8,0.0
8,2,6,8,0.0
9,2,6,8,0.0
10,2,6,8,0.0
1,3,6,8,-72978.28546128006
2,3,6,8,0.0
3,3,6,8,0.0
4,3,6,8,0.0
5,3,6,8,-6.709787052263669e7
6,3,6,8,-32700.569366064603
7,3,6,8,0.0
8,3,6,8,0.0
9,3,6,8,0.0
10,3,6,8,0.0
1,4,6,8,0.0
2,4,6,8,6.71532974241848e7
3,4,6,8,0.0
4,4,6,8,0.0
5,4,6,8,0.0
6,4,6,8,0.0
7,4,6,8,32687.153352037414
8,4,6,8,0.0
9,4,6,8,-5.388327081540995e7
10,4,6,8,0.0
1,5,6,8,0.0
2,5,6,8,0.0
3,5,6,8,-6.709787052263669e7
4,5,6,8,0.0
5,5,6,8,0.0
6,5,6,8,0.0
7,5,6,8,0.0
8,5,6,8,-231220.20997684318
9,5,6,8,0.0
10,5,6,8,5.37360129101196e7
1,6,6,8,0.0
2,6,6,8,0.0
3,6,6,8,-32700.569366064603
4,6,6,8,0.0
5,6,6,8,0.0
6,6,6,8,0.0
7,6,6,8,0.0
8,6,6,8,1.0067467006705779e8
9,6,6,8,0.0
10,6,6,8,-52432.842784086126
1,7,6,8,0.0
2,7,6,8,0.0
3,7,6,8,0.0
4,7,6,8,32687.153352037414
5,7,6,8,0.0
6,7,6,8,0.0
7,7,6,8,0.0
8,7,6,8,0.0
9,7,6,8,0.0
10,7,6,8,0.0
1,8,6,8,-7.315272525381482e7
2,8,6,8,0.0
3,8,6,8,0.0
4,8,6,8,0.0
5,8,6,8,-231220.20997684318
6,8,6,8,1.0067467006705779e8
7,8,6,8,0.0
8,8,6,8,0.0
9,8,6,8,0.0
10,8,6,8,0.0
1,9,6,8,0.0
2,9,6,8,0.0
3,9,6,8,0.0
4,9,6,8,-5.388327081540995e7
5,9,6,8,0.0
6,9,6,8,0.0
7,9,6,8,0.0
8,9,6,8,0.0
9,9,6,8,0.0
10,9,6,8,0.0
1,10,6,8,-152500.0932386562
2,10,6,8,0.0
3,10,6,8,0.0
4,10,6,8,0.0
5,10,6,8,5.37360129101196e7
6,10,6,8,-52432.842784086126
7,10,6,8,0.0
8,10,6,8,0.0
9,10,6,8,0.0
10,10,6,8,0.0
1,1,7,8,0.0
2,1,7,8,0.0
3,1,7,8,0.0
4,1,7,8,-116515.99438152097
5,1,7,8,0.0
6,1,7,8,0.0
7,1,7,8,0.0
8,1,7,8,0.0
9,1,7,8,0.0
10,1,7,8,0.0
1,2,7,8,0.0
2,2,7,8,0.0
3,2,7,8,95034.33566521303
4,2,7,8,0.0
5,2,7,8,0.0
6,2,7,8,0.0
7,2,7,8,0.0
8,2,7,8,102641.84187318508
9,2,7,8,0.0
10,2,7,8,38356.94174764533
1,3,7,8,0.0
2,3,7,8,95034.33566521303
3,3,7,8,0.0
4,3,7,8,0.0
5,3,7,8,0.0
6,3,7,8,0.0
7,3,7,8,-102641.84187353191
8,3,7,8,0.0
9,3,7,8,38356.94174769326
10,3,7,8,0.0
1,4,7,8,-116515.99438152097
2,4,7,8,0.0
3,4,7,8,0.0
4,4,7,8,0.0
5,4,7,8,-12351.683823424999
6,4,7,8,32687.15335203744
7,4,7,8,0.0
8,4,7,8,0.0
9,4,7,8,0.0
10,4,7,8,0.0
1,5,7,8,0.0
2,5,7,8,0.0
3,5,7,8,0.0
4,5,7,8,-12351.683823424999
5,5,7,8,0.0
6,5,7,8,0.0
7,5,7,8,0.0
8,5,7,8,0.0
9,5,7,8,0.0
10,5,7,8,0.0
1,6,7,8,0.0
2,6,7,8,0.0
3,6,7,8,0.0
4,6,7,8,32687.15335203744
5,6,7,8,0.0
6,6,7,8,0.0
7,6,7,8,0.0
8,6,7,8,0.0
9,6,7,8,0.0
10,6,7,8,0.0
1,7,7,8,0.0
2,7,7,8,0.0
3,7,7,8,-102641.84187353191
4,7,7,8,0.0
5,7,7,8,0.0
6,7,7,8,0.0
7,7,7,8,0.0
8,7,7,8,8.466325712984237e7
9,7,7,8,0.0
10,7,7,8,142394.33459859167
1,8,7,8,0.0
2,8,7,8,102641.84187318508
3,8,7,8,0.0
4,8,7,8,0.0
5,8,7,8,0.0
6,8,7,8,0.0
7,8,7,8,8.466325712984237e7
8,8,7,8,0.0
9,8,7,8,-142394.33459822406
10,8,7,8,0.0
1,9,7,8,0.0
2,9,7,8,0.0
3,9,7,8,38356.94174769326
4,9,7,8,0.0
5,9,7,8,0.0
6,9,7,8,0.0
7,9,7,8,0.0
8,9,7,8,-142394.33459822406
9,9,7,8,0.0
10,9,7,8,48872.59294020247
1,10,7,8,0.0
2,10,7,8,38356.94174764533
3,10,7,8,0.0
4,10,7,8,0.0
5,10,7,8,0.0
6,10,7,8,0.0
7,10,7,8,142394.33459859167
8,10,7,8,0.0
9,10,7,8,48872.59294020247
10,10,7,8,0.0
1,1,8,8,9.1229427600235e7
2,1,8,8,0.0
3,1,8,8,0.0
4,1,8,8,0.0
5,1,8,8,155516.59544351944
6,1,8,8,-7.315272525381482e7
7,1,8,8,0.0
8,1,8,8,0.0
9,1,8,8,0.0
10,1,8,8,0.0
1,2,8,8,0.0
2,2,8,8,1.395534074742305e8
3,2,8,8,0.0
4,2,8,8,0.0
5,2,8,8,0.0
6,2,8,8,0.0
7,2,8,8,102641.84187318024
8,2,8,8,0.0
9,2,8,8,-5.366883059060891e7
10,2,8,8,0.0
1,3,8,8,0.0
2,3,8,8,0.0
3,3,8,8,1.3939543861644563e8
4,3,8,8,0.0
5,3,8,8,0.0
6,3,8,8,0.0
7,3,8,8,0.0
8,3,8,8,247879.28749274576
9,3,8,8,0.0
10,3,8,8,-5.323864279977518e7
1,4,8,8,0.0
2,4,8,8,0.0
3,4,8,8,0.0
4,4,8,8,1.615485595709479e8
5,4,8,8,0.0
6,4,8,8,0.0
7,4,8,8,0.0
8,4,8,8,0.0
9,4,8,8,0.0
10,4,8,8,0.0
1,5,8,8,155516.59544351944
2,5,8,8,0.0
3,5,8,8,0.0
4,5,8,8,0.0
5,5,8,8,1.6147850994896185e8
6,5,8,8,-231220.20997684772
7,5,8,8,0.0
8,5,8,8,0.0
9,5,8,8,0.0
10,5,8,8,0.0
1,6,8,8,-7.315272525381482e7
2,6,8,8,0.0
3,6,8,8,0.0
4,6,8,8,0.0
5,6,8,8,-231220.20997684772
6,6,8,8,1.006746700670578e8
7,6,8,8,0.0
8,6,8,8,0.0
9,6,8,8,0.0
10,6,8,8,0.0
1,7,8,8,0.0
2,7,8,8,102641.84187318024
3,7,8,8,0.0
4,7,8,8,0.0
5,7,8,8,0.0
6,7,8,8,0.0
7,7,8,8,8.466325712984237e7
8,7,8,8,0.0
9,7,8,8,-142394.33459822295
10,7,8,8,0.0
1,8,8,8,0.0
2,8,8,8,0.0
3,8,8,8,247879.28749274576
4,8,8,8,0.0
5,8,8,8,0.0
6,8,8,8,0.0
7,8,8,8,0.0
8,8,8,8,2.5396356565175673e8
9,8,8,8,0.0
10,8,8,8,-113264.73396323729
1,9,8,8,0.0
2,9,8,8,-5.366883059060891e7
3,9,8,8,0.0
4,9,8,8,0.0
5,9,8,8,0.0
6,9,8,8,0.0
7,9,8,8,-142394.33459822295
8,9,8,8,0.0
9,9,8,8,8.773518313623647e7
10,9,8,8,0.0
1,10,8,8,0.0
2,10,8,8,0.0
3,10,8,8,-5.323864279977518e7
4,10,8,8,0.0
5,10,8,8,0.0
6,10,8,8,0.0
7,10,8,8,0.0
8,10,8,8,-113264.73396323729
9,10,8,8,0.0
10,10,8,8,8.73464653292737e7
1,1,9,8,0.0
2,1,9,8,0.0
3,1,9,8,0.0
4,1,9,8,1.3114289318915455e7
5,1,9,8,0.0
6,1,9,8,0.0
7,1,9,8,0.0
8,1,9,8,0.0
9,1,9,8,0.0
10,1,9,8,0.0
1,2,9,8,0.0
2,2,9,8,0.0
3,2,9,8,-1.0958879115455575e7
4,2,9,8,0.0
5,2,9,8,0.0
6,2,9,8,0.0
7,2,9,8,0.0
8,2,9,8,-5.366883059060892e7
9,2,9,8,0.0
10,2,9,8,4.292403395798804e7
1,3,9,8,0.0
2,3,9,8,-1.0958879115455575e7
3,3,9,8,0.0
4,3,9,8,0.0
5,3,9,8,0.0
6,3,9,8,0.0
7,3,9,8,38356.94174769348
8,3,9,8,0.0
9,3,9,8,4.3021125003542185e7
10,3,9,8,0.0
1,4,9,8,1.3114289318915455e7
2,4,9,8,0.0
3,4,9,8,0.0
4,4,9,8,0.0
5,4,9,8,2.9031056161647614e7
6,4,9,8,-5.388327081540996e7
7,4,9,8,0.0
8,4,9,8,0.0
9,4,9,8,0.0
10,4,9,8,0.0
1,5,9,8,0.0
2,5,9,8,0.0
3,5,9,8,0.0
4,5,9,8,2.9031056161647614e7
5,5,9,8,0.0
6,5,9,8,0.0
7,5,9,8,0.0
8,5,9,8,0.0
9,5,9,8,0.0
10,5,9,8,0.0
1,6,9,8,0.0
2,6,9,8,0.0
3,6,9,8,0.0
4,6,9,8,-5.388327081540996e7
5,6,9,8,0.0
6,6,9,8,0.0
7,6,9,8,0.0
8,6,9,8,0.0
9,6,9,8,0.0
10,6,9,8,0.0
1,7,9,8,0.0
2,7,9,8,0.0
3,7,9,8,38356.94174769348
4,7,9,8,0.0
5,7,9,8,0.0
6,7,9,8,0.0
7,7,9,8,0.0
8,7,9,8,-142394.33459822234
9,7,9,8,0.0
10,7,9,8,48872.592940203336
1,8,9,8,0.0
2,8,9,8,-5.366883059060892e7
3,8,9,8,0.0
4,8,9,8,0.0
5,8,9,8,0.0
6,8,9,8,0.0
7,8,9,8,-142394.33459822234
8,8,9,8,0.0
9,8,9,8,8.773518313623649e7
10,8,9,8,0.0
1,9,9,8,0.0
2,9,9,8,0.0
3,9,9,8,4.3021125003542185e7
4,9,9,8,0.0
5,9,9,8,0.0
6,9,9,8,0.0
7,9,9,8,0.0
8,9,9,8,8.773518313623649e7
9,9,9,8,0.0
10,9,9,8,-1.029416282222126e7
1,10,9,8,0.0
2,10,9,8,4.292403395798804e7
3,10,9,8,0.0
4,10,9,8,0.0
5,10,9,8,0.0
6,10,9,8,0.0
7,10,9,8,48872.592940203336
8,10,9,8,0.0
9,10,9,8,-1.029416282222126e7
10,10,9,8,0.0
1,1,10,8,-82415.8919873423
2,1,10,8,0.0
3,1,10,8,0.0
4,1,10,8,0.0
5,1,10,8,-1.2851988420812821e7
6,1,10,8,-152500.09323865795
7,1,10,8,0.0
8,1,10,8,0.0
9,1,10,8,0.0
10,1,10,8,0.0
1,2,10,8,0.0
2,2,10,8,-1.0719343026981648e7
3,2,10,8,0.0
4,2,10,8,0.0
5,2,10,8,0.0
6,2,10,8,0.0
7,2,10,8,38356.941747643315
8,2,10,8,0.0
9,2,10,8,4.292403395798804e7
10,2,10,8,0.0
1,3,10,8,0.0
2,3,10,8,0.0
3,3,10,8,1.0770502759656958e7
4,3,10,8,0.0
5,3,10,8,0.0
6,3,10,8,0.0
7,3,10,8,0.0
8,3,10,8,-5.3238642799775176e7
9,3,10,8,0.0
10,3,10,8,-4.314520032570194e7
1,4,10,8,0.0
2,4,10,8,0.0
3,4,10,8,0.0
4,4,10,8,-2.8751494625446007e7
5,4,10,8,0.0
6,4,10,8,0.0
7,4,10,8,0.0
8,4,10,8,0.0
9,4,10,8,0.0
10,4,10,8,0.0
1,5,10,8,-1.2851988420812821e7
2,5,10,8,0.0
3,5,10,8,0.0
4,5,10,8,0.0
5,5,10,8,2.8791441615482837e7
6,5,10,8,5.37360129101196e7
7,5,10,8,0.0
8,5,10,8,0.0
9,5,10,8,0.0
10,5,10,8,0.0
1,6,10,8,-152500.09323865795
2,6,10,8,0.0
3,6,10,8,0.0
4,6,10,8,0.0
5,6,10,8,5.37360129101196e7
6,6,10,8,-52432.842784085
7,6,10,8,0.0
8,6,10,8,0.0
9,6,10,8,0.0
10,6,10,8,0.0
1,7,10,8,0.0
2,7,10,8,38356.941747643315
3,7,10,8,0.0
4,7,10,8,0.0
5,7,10,8,0.0
6,7,10,8,0.0
7,7,10,8,142394.33459859111
8,7,10,8,0.0
9,7,10,8,48872.59294020333
10,7,10,8,0.0
1,8,10,8,0.0
2,8,10,8,0.0
3,8,10,8,-5.3238642799775176e7
4,8,10,8,0.0
5,8,10,8,0.0
6,8,10,8,0.0
7,8,10,8,0.0
8,8,10,8,-113264.73396323729
9,8,10,8,0.0
10,8,10,8,8.73464653292737e7
1,9,10,8,0.0
2,9,10,8,4.292403395798804e7
3,9,10,8,0.0
4,9,10,8,0.0
5,9,10,8,0.0
6,9,10,8,0.0
7,9,10,8,48872.59294020333
8,9,10,8,0.0
9,9,10,8,-1.0294162822221259e7
10,9,10,8,0.0
1,10,10,8,0.0
2,10,10,8,0.0
3,10,10,8,-4.314520032570194e7
4,10,10,8,0.0
5,10,10,8,0.0
6,10,10,8,0.0
7,10,10,8,0.0
8,10,10,8,8.73464653292737e7
9,10,10,8,0.0
10,10,10,8,1.0106297658051688e7
1,1,1,9,0.0
2,1,1,9,9.262753146779352e7
3,1,1,9,0.0
4,1,1,9,0.0
5,1,1,9,0.0
6,1,1,9,0.0
7,1,1,9,74951.42401090737
8,1,1,9,0.0
9,1,1,9,1.800040594988621e8
10,1,1,9,0.0
1,2,1,9,9.262753146779352e7
2,2,1,9,0.0
3,2,1,9,0.0
4,2,1,9,0.0
5,2,1,9,1.5394362958812784e7
6,2,1,9,9.923238345803335e7
7,2,1,9,0.0
8,2,1,9,0.0
9,2,1,9,0.0
10,2,1,9,0.0
1,3,1,9,0.0
2,3,1,9,0.0
3,3,1,9,0.0
4,3,1,9,-1.5648301810420057e7
5,3,1,9,0.0
6,3,1,9,0.0
7,3,1,9,0.0
8,3,1,9,0.0
9,3,1,9,0.0
10,3,1,9,0.0
1,4,1,9,0.0
2,4,1,9,0.0
3,4,1,9,-1.5648301810420057e7
4,4,1,9,0.0
5,4,1,9,0.0
6,4,1,9,0.0
7,4,1,9,0.0
8,4,1,9,1.3114289318915458e7
9,4,1,9,0.0
10,4,1,9,-7.067836842104982e7
1,5,1,9,0.0
2,5,1,9,1.5394362958812784e7
3,5,1,9,0.0
4,5,1,9,0.0
5,5,1,9,0.0
6,5,1,9,0.0
7,5,1,9,-1.28636817844175e7
8,5,1,9,0.0
9,5,1,9,7.063525337822002e7
10,5,1,9,0.0
1,6,1,9,0.0
2,6,1,9,9.923238345803335e7
3,6,1,9,0.0
4,6,1,9,0.0
5,6,1,9,0.0
6,6,1,9,0.0
7,6,1,9,149904.22628601253
8,6,1,9,0.0
9,6,1,9,9.065740109202062e7
10,6,1,9,0.0
1,7,1,9,74951.42401090737
2,7,1,9,0.0
3,7,1,9,0.0
4,7,1,9,0.0
5,7,1,9,-1.28636817844175e7
6,7,1,9,149904.22628601253
7,7,1,9,0.0
8,7,1,9,0.0
9,7,1,9,0.0
10,7,1,9,0.0
1,8,1,9,0.0
2,8,1,9,0.0
3,8,1,9,0.0
4,8,1,9,1.3114289318915458e7
5,8,1,9,0.0
6,8,1,9,0.0
7,8,1,9,0.0
8,8,1,9,0.0
9,8,1,9,0.0
10,8,1,9,0.0
1,9,1,9,1.800040594988621e8
2,9,1,9,0.0
3,9,1,9,0.0
4,9,1,9,0.0
5,9,1,9,7.063525337822002e7
6,9,1,9,9.065740109202062e7
7,9,1,9,0.0
8,9,1,9,0.0
9,9,1,9,0.0
10,9,1,9,0.0
1,10,1,9,0.0
2,10,1,9,0.0
3,10,1,9,0.0
4,10,1,9,-7.067836842104982e7
5,10,1,9,0.0
6,10,1,9,0.0
7,10,1,9,0.0
8,10,1,9,0.0
9,10,1,9,0.0
10,10,1,9,0.0
1,1,2,9,9.262753146779354e7
2,1,2,9,0.0
3,1,2,9,0.0
4,1,2,9,0.0
5,1,2,9,1.5394362958812792e7
6,1,2,9,9.92323834580334e7
7,1,2,9,0.0
8,1,2,9,0.0
9,1,2,9,0.0
10,1,2,9,0.0
1,2,2,9,0.0
2,2,2,9,4.025440502409344e7
3,2,2,9,0.0
4,2,2,9,0.0
5,2,2,9,0.0
6,2,2,9,0.0
7,2,2,9,-1.0770502759656992e7
8,2,2,9,0.0
9,2,2,9,1.8037293592320016e8
10,2,2,9,0.0
1,3,2,9,0.0
2,3,2,9,0.0
3,3,2,9,1.3524491551549578e7
4,3,2,9,0.0
5,3,2,9,0.0
6,3,2,9,0.0
7,3,2,9,0.0
8,3,2,9,-1.0958879115455573e7
9,3,2,9,0.0
10,3,2,9,6.013799871672202e7
1,4,2,9,0.0
2,4,2,9,0.0
3,4,2,9,0.0
4,4,2,9,-2.331852177485205e7
5,4,2,9,0.0
6,4,2,9,0.0
7,4,2,9,0.0
8,4,2,9,0.0
9,4,2,9,0.0
10,4,2,9,0.0
1,5,2,9,1.5394362958812792e7
2,5,2,9,0.0
3,5,2,9,0.0
4,5,2,9,0.0
5,5,2,9,-2.342578078513337e7
6,5,2,9,5.276709269073537e7
7,5,2,9,0.0
8,5,2,9,0.0
9,5,2,9,0.0
10,5,2,9,0.0
1,6,2,9,9.92323834580334e7
2,6,2,9,0.0
3,6,2,9,0.0
4,6,2,9,0.0
5,6,2,9,5.276709269073537e7
6,6,2,9,1.5200432022018483e7
7,6,2,9,0.0
8,6,2,9,0.0
9,6,2,9,0.0
10,6,2,9,0.0
1,7,2,9,0.0
2,7,2,9,-1.0770502759656992e7
3,7,2,9,0.0
4,7,2,9,0.0
5,7,2,9,0.0
6,7,2,9,0.0
7,7,2,9,-5.323864279977665e7
8,7,2,9,0.0
9,7,2,9,4.314520032570222e7
10,7,2,9,0.0
1,8,2,9,0.0
2,8,2,9,0.0
3,8,2,9,-1.0958879115455573e7
4,8,2,9,0.0
5,8,2,9,0.0
6,8,2,9,0.0
7,8,2,9,0.0
8,8,2,9,-5.366883059060891e7
9,8,2,9,0.0
10,8,2,9,4.2924033957988046e7
1,9,2,9,0.0
2,9,2,9,1.8037293592320016e8
3,9,2,9,0.0
4,9,2,9,0.0
5,9,2,9,0.0
6,9,2,9,0.0
7,9,2,9,4.314520032570222e7
8,9,2,9,0.0
9,9,2,9,9.823201401355706e7
10,9,2,9,0.0
1,10,2,9,0.0
2,10,2,9,0.0
3,10,2,9,6.013799871672202e7
4,10,2,9,0.0
5,10,2,9,0.0
6,10,2,9,0.0
7,10,2,9,0.0
8,10,2,9,4.2924033957988046e7
9,10,2,9,0.0
10,10,2,9,3.294038164962381e7
1,1,3,9,0.0
2,1,3,9,0.0
3,1,3,9,0.0
4,1,3,9,-1.5648301810420057e7
5,1,3,9,0.0
6,1,3,9,0.0
7,1,3,9,0.0
8,1,3,9,0.0
9,1,3,9,0.0
10,1,3,9,0.0
1,2,3,9,0.0
2,2,3,9,0.0
3,2,3,9,1.3524491551549576e7
4,2,3,9,0.0
5,2,3,9,0.0
6,2,3,9,0.0
7,2,3,9,0.0
8,2,3,9,-1.0958879115455573e7
9,2,3,9,0.0
10,2,3,9,6.013799871672202e7
1,3,3,9,0.0
2,3,3,9,1.3524491551549576e7
3,3,3,9,0.0
4,3,3,9,0.0
5,3,3,9,0.0
6,3,3,9,0.0
7,3,3,9,1.0719343026981883e7
8,3,3,9,0.0
9,3,3,9,6.013841226951234e7
10,3,3,9,0.0
1,4,3,9,-1.5648301810420057e7
2,4,3,9,0.0
3,4,3,9,0.0
4,4,3,9,0.0
5,4,3,9,173527.7905854388
6,4,3,9,-5.2699477759006925e7
7,4,3,9,0.0
8,4,3,9,0.0
9,4,3,9,0.0
10,4,3,9,0.0
1,5,3,9,0.0
2,5,3,9,0.0
3,5,3,9,0.0
4,5,3,9,173527.7905854388
5,5,3,9,0.0
6,5,3,9,0.0
7,5,3,9,0.0
8,5,3,9,0.0
9,5,3,9,0.0
10,5,3,9,0.0
1,6,3,9,0.0
2,6,3,9,0.0
